orderid,orderdate,ordertime,deliverytimeminutes,orderstatus,paymentmethod,customerid,customer_name,customer_city,restaurantid,restaurant_name,restaurant_city,cuisine,item_total_price,foodcost,deliveryfee,discount,couponcode,campaignname,gst,order_final_amount,customerrating,deliveryrating,foodrating,review,sentiment,temperature,rainfall,weathercondition
115806,2024-12-17,11:13:00,24,Cancelled,Cash on Delivery,7353.0,Urvashi Ramesh,Delhi,,,,,,60.0,0.0,30.0,ZOMJ2S4J,App Exclusive Deal,3.0,33.0,,,,,,,,
115807,2024-05-11,16:56:00,44,Delivered,Cash on Delivery,1180.0,Banjeet Karan,Nagpur,628.0,The House,Ludhiana,North Indian,,224.0,30.0,0.0,,,11.2,265.2,5.0,4.0,5.0,Delivery partner was very polite.,Positive,,,
115808,2024-01-06,04:22:00,34,Delivered,Wallet,1847.0,Wahab Bava,Ludhiana,1175.0,Spicy Hub,Delhi,Fast Food,,462.0,20.0,0.0,,,23.1,505.1,4.0,3.0,5.0,Packaging was excellent and food was hot.,Positive,,,
115809,2023-01-05,17:59:00,67,Delivered Late,Debit Card,5225.0,Yashawini Yadav,Surat,1184.0,Urban House,Nagpur,North Indian,,492.0,49.0,196.8,ZOMQ1RAR,Mega Cashback Week,24.6,368.8,3.0,3.0,4.0,,Neutral,21.7,6.0,Rainy
115809,2023-01-05,17:59:00,67,Delivered Late,Debit Card,5225.0,Yashawini Yadav,Surat,1184.0,Urban House,Nagpur,North Indian,,492.0,49.0,196.8,ZOMQ1RAR,Mega Cashback Week,24.6,368.8,3.0,3.0,4.0,,Neutral,21.4,4.6,Clear
115810,2024-07-07,12:04:00,39,Delivered,Wallet,3643.0,Udarsh Sengupta,Ahmedabad,82.0,Urban Corner,Raipur,Thai,,521.0,20.0,0.0,,,26.05,567.05,5.0,4.0,5.0,Best biryani in town!,Positive,33.6,20.5,Clear
115811,2023-02-08,10:19:00,79,Delivered Late,Net Banking,2680.0,Hamsini Verma,Guwahati,64.0,Urban Treats,Guwahati,BBQ,,228.0,40.0,0.0,,,11.4,279.4,5.0,4.0,5.0,Delivery partner was very polite.,Positive,15.6,0.0,Clear
115811,2023-02-08,10:19:00,79,Delivered Late,Net Banking,2680.0,Hamsini Verma,Guwahati,64.0,Urban Treats,Guwahati,BBQ,,228.0,40.0,0.0,,,11.4,279.4,5.0,4.0,5.0,Delivery partner was very polite.,Positive,11.5,,Clear
115812,2024-07-15,07:25:00,27,Delivered,UPI,4351.0,Krishna Saxena,Mumbai,,,,,,347.0,30.0,0.0,,,17.35,394.35,2.0,1.0,1.0,Wrong item delivered.,Negative,,,
115813,2023-04-12,21:47:00,43,Delivered Late,Wallet,11777.0,Yuvraj Kohli,Hyderabad,495.0,Royal House,Coimbatore,Chinese,,365.0,40.0,146.0,ZOMNKSNS,New User Special,18.25,277.25,1.0,2.0,1.0,Food arrived cold and late.,Negative,,,
115814,2024-04-03,11:14:00,22,Delivered,Debit Card,520.0,Ira Mitra,Mumbai,3.0,Blue Kitchen,Nashik,Healthy Food,,285.0,40.0,57.0,ZOM4KFL0,Payday Delight,14.25,282.25,5.0,5.0,5.0,Great food and fast delivery!,Positive,,,
115815,2023-01-15,13:30:00,8,Cancelled,Net Banking,9247.0,Dalbir Kala,Patna,307.0,Tasty Cafe,Chandigarh,Continental,,332.0,49.0,0.0,,,16.6,397.6,,,,,,,,
115816,2023-04-27,21:42:00,40,Food Not Delivered,Net Banking,10986.0,Edhitha Palla,Lucknow,444.0,Curry Grill,Hyderabad,Seafood,,301.0,30.0,120.4,ZOMEBPSX,Monsoon Munchies,15.05,225.65,1.0,1.0,1.0,Wrong item delivered.,Negative,29.8,0.0,Clear
115816,2023-04-27,21:42:00,40,Food Not Delivered,Net Banking,10986.0,Edhitha Palla,Lucknow,444.0,Curry Grill,Hyderabad,Seafood,,301.0,30.0,120.4,ZOMEBPSX,Monsoon Munchies,15.05,225.65,1.0,1.0,1.0,Wrong item delivered.,Negative,32.2,12.7,Humid
115817,2024-02-24,14:21:00,40,Delivered,Net Banking,11823.0,Qabil Mahajan,Lucknow,17.0,Grand Point,Lucknow,Fast Food,,392.0,49.0,156.8,ZOM17HQ0,Summer Splash,19.6,303.8,5.0,5.0,5.0,Best biryani in town!,Positive,18.8,3.4,Rainy
115818,2023-04-07,13:04:00,32,Delivered,UPI,3733.0,Aishani Baral,Kochi,619.0,Royal Grill,Mumbai,Bakery,,557.0,49.0,0.0,,,27.85,633.85,2.0,3.0,2.0,Quality was not up to the mark.,Negative,,,
115819,2024-05-02,16:03:00,39,Delivered Late,Cash on Delivery,3495.0,Watika Dass,Indore,240.0,Royal Kitchen,Pune,Healthy Food,,450.0,30.0,180.0,ZOMDY1H6,First Order Free Delivery,22.5,322.5,2.0,1.0,1.0,Wrong item delivered.,Negative,23.3,2.2,Clear
115820,2024-12-01,13:24:00,45,Cancelled,Wallet,2477.0,Sai Rajagopalan,Bhopal,904.0,Grand Grill,Indore,Italian,,555.0,0.0,0.0,,,27.75,582.75,,,,,,,,
115821,2023-02-18,11:22:00,35,Delivered,UPI,4278.0,Robert Wable,Coimbatore,108.0,Spicy Hub,Jaipur,Chinese,,508.0,0.0,0.0,,,25.4,533.4,,,,,,,,
115822,2023-02-15,20:36:00,38,Food Not Delivered,Wallet,2704.0,Benjamin Prasad,Pune,1145.0,Grand House,Nagpur,Street Food,,459.0,20.0,0.0,,,22.95,501.95,5.0,4.0,5.0,Great food and fast delivery!,Positive,,,
115823,2024-11-29,18:27:00,28,Delivered,Cash on Delivery,11780.0,Peter Singhal,Hyderabad,537.0,Curry Kitchen,Visakhapatnam,Street Food,,415.0,49.0,0.0,,,20.75,484.75,5.0,5.0,4.0,Delivery partner was very polite.,Positive,31.1,19.5,Rainy
115823,2024-11-29,18:27:00,28,Delivered,Cash on Delivery,11780.0,Peter Singhal,Hyderabad,537.0,Curry Kitchen,Visakhapatnam,Street Food,,415.0,49.0,0.0,,,20.75,484.75,5.0,5.0,4.0,Delivery partner was very polite.,Positive,25.1,6.3,Humid
115824,2024-09-14,09:53:00,35,Delivered,Cash on Delivery,3687.0,Alexander Krishna,Indore,605.0,Spicy Bites,Bhopal,Burgers,,279.0,40.0,0.0,,,13.95,332.95,2.0,1.0,3.0,Quality was not up to the mark.,Negative,,,
115825,2024-09-06,19:44:00,80,Delivered Late,Net Banking,7081.0,Oscar Sengupta,Indore,856.0,Urban Point,Visakhapatnam,Mexican,,330.0,40.0,0.0,,,16.5,386.5,,,,,,29.8,0.0,Foggy
115826,2023-01-14,12:00:00,36,Food Not Delivered,Cash on Delivery,2101.0,Rayaan Mahal,Lucknow,,,,,,371.0,49.0,0.0,,,18.55,438.55,3.0,4.0,2.0,,Neutral,,,
115827,2024-12-08,11:41:00,38,Delivered,UPI,3013.0,Leela Memon,Patna,999.0,Urban Diner,Ahmedabad,Mexican,,148.0,49.0,22.2,ZOMBAYGK,Mega Cashback Week,7.4,182.2,1.0,1.0,1.0,Quality was not up to the mark.,Negative,14.9,2.3,Humid
115828,2023-08-09,11:40:00,37,Cancelled,Net Banking,6756.0,Isaac Mitter,Hyderabad,74.0, Golden Hub  ,Bengaluru,Biryani,,309.0,30.0,0.0,,,15.45,354.45,,,,,,,,
115829,2023-02-25,12:02:00,20,Food Not Delivered,Credit Card,1087.0,Gagan Dutta,Bhopal,1030.0,The Hub,Ahmedabad,Chinese,,349.0,0.0,0.0,,,17.45,366.45,4.0,3.0,5.0,Delivery partner was very polite.,Positive,12.7,0.0,Rainy
115829,2023-02-25,12:02:00,20,Food Not Delivered,Credit Card,1087.0,Gagan Dutta,Bhopal,1030.0,The Hub,Ahmedabad,Chinese,,349.0,0.0,0.0,,,17.45,366.45,4.0,3.0,5.0,Delivery partner was very polite.,Positive,16.6,1.5,Cloudy
115830,2023-02-02,13:58:00,16,Delivered,Cash on Delivery,6592.0,Eshana Mukherjee,Visakhapatnam,1194.0,CURRY KITCHEN,Visakhapatnam,Burgers,,339.0,49.0,33.9,ZOMT7KHE,New User Special,16.95,371.05,5.0,5.0,5.0,Great food and fast delivery!,Positive,19.5,1.6,Clear
115831,2023-08-11,18:18:00,36,Delivered,Debit Card,8865.0,Yoshita Soman,Ludhiana,660.0,Urban Kitchen,Lucknow,Fast Food,,391.0,25.0,0.0,,,19.55,435.55,1.0,1.0,1.0,Delivery took way too long.,Negative,27.9,79.6,Foggy
115831,2023-08-11,18:18:00,36,Delivered,Debit Card,8865.0,Yoshita Soman,Ludhiana,660.0,Urban Kitchen,Lucknow,Fast Food,,391.0,25.0,0.0,,,19.55,435.55,1.0,1.0,1.0,Delivery took way too long.,Negative,27.7,18.0,Stormy
115831,2023-08-11,18:18:00,36,Delivered,Debit Card,8865.0,Yoshita Soman,Ludhiana,660.0,Urban Kitchen,Lucknow,Fast Food,,391.0,25.0,0.0,,,19.55,435.55,1.0,1.0,1.0,Delivery took way too long.,Negative,25.7,12.3,Clear
115831,2023-08-11,18:18:00,36,Delivered,Debit Card,8865.0,Yoshita Soman,Ludhiana,660.0,Urban Kitchen,Lucknow,Fast Food,,391.0,25.0,0.0,,,19.55,435.55,1.0,1.0,1.0,Delivery took way too long.,Negative,25.0,151.0,Clear
115832,2023-12-12,13:56:00,40,Delivered,Net Banking,10088.0,Veer Gola,Nagpur,183.0,Grand Treats,Delhi,Healthy Food,,85.0,40.0,0.0,,,4.25,129.25,1.0,1.0,2.0,Food arrived cold and late.,Negative,,,
115833,2023-12-05,18:15:00,44,Delivered,Debit Card,10236.0,Janya Chakraborty,Delhi,517.0,Green Corner,Hyderabad,Fast Food,,310.0,25.0,0.0,,,15.5,350.5,,,,,,,,
115834,2024-04-20,11:30:00,47,Delivered,Cash on Delivery,3232.0, Amrita Atwal  ,Ahmedabad,688.0,The Bites,Bhubaneswar,Continental,,477.0,40.0,71.55,ZOMW91KF,Summer Splash,23.85,469.3,5.0,5.0,4.0,Packaging was excellent and food was hot.,Positive,36.5,0.8,Rainy
115835,2024-09-15,13:04:00,24,Delivered,Net Banking,124.0,Laban Mital,Kochi,1168.0,Golden House,Visakhapatnam,Mughlai,,352.0,0.0,0.0,,,17.6,369.6,4.0,3.0,5.0,Delivery partner was very polite.,Positive,19.0,,Clear
115836,2024-07-09,12:11:00,27,Cancelled,Wallet,7169.0,Chaaya Dube,Visakhapatnam,914.0,Grand Kitchen,Delhi,North Indian,,211.0,40.0,0.0,,,10.55,261.55,,,,,,,,
115837,2024-02-03,13:20:00,25,Delivered,Cash on Delivery,4301.0,Dakshesh Boase,Nashik,742.0,GRAND HOUSE,Kolkata,Pizza,,602.0,0.0,0.0,,,30.1,632.1,3.0,3.0,3.0,"Food was okay, nothing special.",Neutral,36.6,13.9,Humid
115837,2024-02-03,13:20:00,25,Delivered,Cash on Delivery,4301.0,Dakshesh Boase,Nashik,742.0,GRAND HOUSE,Kolkata,Pizza,,602.0,0.0,0.0,,,30.1,632.1,3.0,3.0,3.0,"Food was okay, nothing special.",Neutral,23.4,3.9,Clear
115838,2024-01-10,07:13:00,24,Cancelled,Net Banking,2126.0,Banjeet Tata,Chandigarh,478.0,Green Cafe,Pune,Seafood,,455.0,49.0,0.0,,,22.75,526.75,,,,,,24.3,0.7,Rainy
115839,2024-08-09,07:00:00,35,Delivered,Net Banking,9197.0,Charles Mangat,Jaipur,319.0,Blue House,Mumbai,,,581.0,20.0,0.0,,,29.05,630.05,2.0,2.0,1.0,Quality was not up to the mark.,Negative,27.0,7.0,Clear
115840,2024-01-12,22:20:00,23,Delivered,Debit Card,3259.0,Zayyan Pingle,Jaipur,753.0,Grand Point,Lucknow,Fast Food,,466.0,30.0,0.0,,,23.3,519.3,4.0,3.0,3.0,Best biryani in town!,Positive,13.8,2.6,Foggy
115840,2024-01-12,22:20:00,23,Delivered,Debit Card,3259.0,Zayyan Pingle,Jaipur,753.0,Grand Point,Lucknow,Fast Food,,466.0,30.0,0.0,,,23.3,519.3,4.0,3.0,3.0,Best biryani in town!,Positive,19.3,0.0,Cloudy
115841,2023-11-15,07:52:00,49,Delivered,UPI,2611.0,Hredhaan Char,Lucknow,716.0,The House,Lucknow,Chinese,,385.0,0.0,0.0,,,19.25,404.25,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,,,
115842,2023-01-27,19:53:00,28,Delivered,Wallet,2088.0,Sathvik Bera,Ludhiana,986.0,Tasty Point,Kolkata,Bakery,,562.0,30.0,0.0,,,28.1,620.1,,,,,,19.0,0.0,Stormy
115843,2024-01-14,14:18:00,19,Delivered,UPI,8251.0,Nikita Chanda,Lucknow,926.0,Urban Bites,Nashik,Healthy Food,,329.0,40.0,0.0,,,16.45,385.45,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,22.8,0.6,Humid
115844,2023-01-07,10:52:00,27,Cancelled,Net Banking,2543.0,Owen Verma,Patna,983.0,BLUE TREATS,Raipur,Mughlai,,524.0,49.0,0.0,,,26.2,599.2,,,,,,,,
115845,2023-09-26,19:56:00,45,Cancelled,Net Banking,4508.0,Ronith De,Patna,472.0,Royal Point,Bhubaneswar,Desserts,,541.0,20.0,0.0,,,27.05,588.05,,,,,,,,
115846,2024-02-02,03:08:00,17,Delivered,Credit Card,8676.0,Manbir Date,Ahmedabad,161.0,Royal Treats,Kolkata,North Indian,,642.0,30.0,0.0,,,32.1,704.1,5.0,5.0,5.0,,Positive,18.2,0.4,Cloudy
115846,2024-02-02,03:08:00,17,Delivered,Credit Card,8676.0,Manbir Date,Ahmedabad,161.0,Royal Treats,Kolkata,North Indian,,642.0,30.0,0.0,,,32.1,704.1,5.0,5.0,5.0,,Positive,22.0,13.4,Clear
115846,2024-02-02,03:08:00,17,Delivered,Credit Card,8676.0,Manbir Date,Ahmedabad,161.0,Royal Treats,Kolkata,North Indian,,642.0,30.0,0.0,,,32.1,704.1,5.0,5.0,5.0,,Positive,11.8,0.0,Clear
115847,2023-03-05,18:16:00,34,Delivered,Credit Card,10014.0,Manya Dugal,Surat,389.0,Spicy Point,Pune,BBQ,,186.0,25.0,0.0,,,9.3,220.3,5.0,5.0,4.0,"Loved the taste, will order again.",Positive,30.9,4.6,Humid
115847,2023-03-05,18:16:00,34,Delivered,Credit Card,10014.0,Manya Dugal,Surat,389.0,Spicy Point,Pune,BBQ,,186.0,25.0,0.0,,,9.3,220.3,5.0,5.0,4.0,"Loved the taste, will order again.",Positive,33.0,0.0,Foggy
115847,2023-03-05,18:16:00,34,Delivered,Credit Card,10014.0,Manya Dugal,Surat,389.0,Spicy Point,Pune,BBQ,,186.0,25.0,0.0,,,9.3,220.3,5.0,5.0,4.0,"Loved the taste, will order again.",Positive,34.3,23.0,Cloudy
115848,2023-09-11,11:55:00,36,Delivered,Net Banking,7256.0,Nathan Zachariah,Chandigarh,,,,,,445.0,40.0,111.25,ZOM66FQ7,Republic Day Offer,22.25,396.0,5.0,5.0,5.0,Delivery partner was very polite.,Positive,,,
115849,2023-09-25,19:19:00,40,Delivered,Debit Card,9794.0,Avni Keer,Nashik,71.0,Tasty Hub,Lucknow,Fast Food,,371.0,0.0,0.0,,,18.55,389.55,3.0,2.0,2.0,Delivery was on time but food was mediocre.,Neutral,50.4,225.0,Rainy
115849,2023-09-25,19:19:00,40,Delivered,Debit Card,9794.0,Avni Keer,Nashik,71.0,Tasty Hub,Lucknow,Fast Food,,371.0,0.0,0.0,,,18.55,389.55,3.0,2.0,2.0,Delivery was on time but food was mediocre.,Neutral,26.7,167.1,Clear
115850,2024-05-28,18:37:00,25,Delivered,Debit Card,5869.0,Qasim Ahluwalia,Hyderabad,94.0,Royal Diner,Chandigarh,Bakery,,325.0,40.0,0.0,,,16.25,381.25,5.0,5.0,4.0,Delivery partner was very polite.,Positive,,,
115851,2024-06-19,09:37:00,31,Delivered,Wallet,11936.0,Chameli Walla,Indore,829.0,Grand Kitchen,Guwahati,Thai,,391.0,25.0,0.0,,,19.55,435.55,3.0,2.0,3.0,Average experience.,Neutral,,,
115852,2024-03-12,12:11:00,37,Delivered,UPI,9661.0,Liam Barad,Bhubaneswar,1068.0, Royal Hub  ,Raipur,South Indian,,409.0,30.0,0.0,,,20.45,459.45,1.0,2.0,2.0,Quality was not up to the mark.,Negative,,,
115853,2023-08-27,16:43:00,43,Cancelled,Debit Card,8609.0,Oni Prabhakar,Ludhiana,273.0,Green Treats,Surat,Biryani,,399.0,25.0,0.0,,,19.95,443.95,,,,,,26.5,26.6,Rainy
115853,2023-08-27,16:43:00,43,Cancelled,Debit Card,8609.0,Oni Prabhakar,Ludhiana,273.0,Green Treats,Surat,Biryani,,399.0,25.0,0.0,,,19.95,443.95,,,,,,30.6,201.5,Humid
115854,2023-09-24,10:59:00,30,Cancelled,Wallet,2016.0,Gaurav Nayar,Coimbatore,888.0,Blue Bites,Nashik,Healthy Food,,250.0,25.0,0.0,,,12.5,287.5,,,,,,33.6,298.0,Clear
115855,2023-10-20,18:56:00,39,Delivered,Credit Card,46.0,Falan Singh,Vadodara,820.0,Spicy Corner,Bhubaneswar,Mexican,,516.0,25.0,77.4,ZOMV49ZD,First Order Free Delivery,25.8,489.4,,5.0,4.0,Great food and fast delivery!,Positive,,,
115856,2024-04-02,12:43:00,46,Delivered,Debit Card,3671.0,Vrinda Loke,Indore,664.0,Grand Kitchen,Vadodara,Healthy Food,,374.0,30.0,0.0,,,18.7,422.7,,,,,,30.7,0.4,Rainy
115856,2024-04-02,12:43:00,46,Delivered,Debit Card,3671.0,Vrinda Loke,Indore,664.0,Grand Kitchen,Vadodara,Healthy Food,,374.0,30.0,0.0,,,18.7,422.7,,,,,,32.4,4.6,Rainy
115857,2024-08-05,02:28:00,32,Cancelled,Net Banking,2531.0,Falak Wali,Bhopal,258.0,Blue Hub,Bhopal,Biryani,,142.0,30.0,0.0,,,7.1,179.1,,,,,,,,
115858,2023-08-22,12:59:00,49,Delivered,Net Banking,3235.0, Chandresh Thakur  ,Kochi,318.0,The House,Chandigarh,Biryani,,447.0,40.0,0.0,,,22.35,509.35,2.0,2.0,2.0,Order was incomplete.,Negative,23.5,0.0,Stormy
115859,2024-08-19,19:47:00,34,Cancelled,Debit Card,1162.0,Chaaya Devi,Visakhapatnam,80.0,Royal Treats,Mumbai,Healthy Food,,498.0,20.0,0.0,,,24.9,542.9,,,,,,23.5,99.2,Foggy
115859,2024-08-19,19:47:00,34,Cancelled,Debit Card,1162.0,Chaaya Devi,Visakhapatnam,80.0,Royal Treats,Mumbai,Healthy Food,,498.0,20.0,0.0,,,24.9,542.9,,,,,,24.6,191.4,Clear
115859,2024-08-19,19:47:00,34,Cancelled,Debit Card,1162.0,Chaaya Devi,Visakhapatnam,80.0,Royal Treats,Mumbai,Healthy Food,,498.0,20.0,0.0,,,24.9,542.9,,,,,,31.3,98.0,Clear
115860,2024-03-31,09:04:00,49,Cancelled,Wallet,10472.0, Mahika Jhaveri  ,Pune,554.0,Spicy Kitchen,Jaipur,Mughlai,,201.0,40.0,0.0,,,10.05,251.05,,,,,,,,
115861,2024-07-10,07:11:00,46,Cancelled,Wallet,2222.0,Aishani Biswas,Nagpur,540.0,Grand House,Coimbatore,North Indian,,240.0,49.0,96.0,ZOM6ELGA,First Order Free Delivery,12.0,205.0,,,,,,,,
115862,2024-07-02,06:40:00,42,Delivered,UPI,1156.0,Idika Vyas,Ludhiana,846.0,Tasty Treats,Chennai,Pizza,,294.0,20.0,0.0,,,14.7,328.7,5.0,4.0,5.0,Delivery partner was very polite.,Positive,,,
115863,2024-01-19,18:08:00,26,Delivered,Cash on Delivery,7528.0,Ladli Bhargava,Jaipur,146.0,Golden Bites,Jaipur,North Indian,,389.0,30.0,0.0,,,19.45,,3.0,2.0,4.0,"Food was okay, nothing special.",Neutral,,,
115864,2024-07-19,13:51:00,62,Delivered Late,Cash on Delivery,11622.0,Timothy Soman,Vadodara,216.0,Green Kitchen,Indore,Street Food,,283.0,25.0,28.3,ZOM323SM,Monsoon Munchies,14.15,293.85,4.0,5.0,3.0,"Loved the taste, will order again.",Positive,,,
115865,2024-10-03,03:04:00,33,Food Not Delivered,Wallet,6007.0,Watika Edwin,Nashik,765.0,Royal Kitchen,Kochi,Fast Food,,483.0,40.0,0.0,,,24.15,547.15,1.0,1.0,1.0,Order was incomplete.,Negative,,,
115866,2023-07-09,09:26:00,37,Delivered,Net Banking,1565.0,Sudiksha Palan,Ludhiana,741.0,Urban Grill,Coimbatore,Desserts,,356.0,0.0,89.0,ZOMMZ1QT,Great Indian Food Fest,17.8,284.8,2.0,1.0,3.0,Wrong item delivered.,Negative,22.4,3.2,Clear
115867,2024-08-23,12:02:00,29,Food Not Delivered,UPI,9692.0,Raghav Natarajan,Bengaluru,193.0,Spicy Kitchen,Bhopal,Seafood,,241.0,25.0,0.0,,,12.05,278.05,5.0,5.0,4.0,Packaging was excellent and food was hot.,Positive,29.5,202.3,Stormy
115868,2024-01-03,05:25:00,26,Food Not Delivered,Cash on Delivery,11079.0,Anirudh Rana,Lucknow,335.0,Urban Hub,Nagpur,South Indian,,550.0,30.0,0.0,,,27.5,607.5,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,,,
115869,2023-02-22,12:31:00,26,Food Not Delivered,Wallet,1821.0,Anirudh Korpal,Coimbatore,471.0,Grand Cafe,Jaipur,South Indian,,322.0,40.0,0.0,,,16.1,378.1,5.0,4.0,4.0,Best biryani in town!,Positive,21.2,0.5,Clear
115870,2024-07-02,10:03:00,33,Cancelled,UPI,6535.0,Yahvi Bala,Hyderabad,1141.0,Curry Diner,Ludhiana,Desserts,,307.0,40.0,0.0,,,15.35,362.35,,,,,,18.4,,Humid
115871,2023-01-25,17:33:00,23,Delivered,UPI,1284.0,Chandresh Karpe,Hyderabad,887.0,Royal Bites,Chandigarh,Mexican,,689.0,20.0,0.0,,,34.45,743.45,,,,,,16.2,4.0,Humid
115871,2023-01-25,17:33:00,23,Delivered,UPI,1284.0,Chandresh Karpe,Hyderabad,887.0,Royal Bites,Chandigarh,Mexican,,689.0,20.0,0.0,,,34.45,743.45,,,,,,16.0,5.4,Humid
115872,2023-03-16,18:37:00,35,Delivered,Net Banking,5755.0,Amol Shetty,Lucknow,1137.0,Urban Diner,Hyderabad,Sushi,,271.0,40.0,0.0,,,13.55,324.55,3.0,4.0,3.0,,Neutral,33.9,0.0,Clear
115873,2023-11-17,17:16:00,29,Delivered,Cash on Delivery,2390.0,Bachittar Chaudhry,Pune,876.0,Urban Corner,Jaipur,Thai,,71.0,49.0,21.3,ZOM4QNB2,Summer Splash,3.55,102.25,3.0,2.0,3.0,Average experience.,Neutral,21.0,0.0,Foggy
115874,2023-03-23,12:25:00,42,Delivered,Net Banking,2465.0,Aradhana Dara,Visakhapatnam,1002.0,Curry House,Lucknow,South Indian,,256.0,40.0,0.0,,,12.8,308.8,2.0,3.0,3.0,Very disappointed with the service.,Negative,,,
115875,2024-11-07,06:59:00,12,Delivered,UPI,5823.0,Pavani Kadakia,Bhubaneswar,870.0,Spicy Bites,Bhubaneswar,Mughlai,,602.0,25.0,150.5,ZOMY69XH,New User Special,30.1,506.6,,,,,,27.5,0.0,Foggy
115875,2024-11-07,06:59:00,12,Delivered,UPI,5823.0,Pavani Kadakia,Bhubaneswar,870.0,Spicy Bites,Bhubaneswar,Mughlai,,602.0,25.0,150.5,ZOMY69XH,New User Special,30.1,506.6,,,,,,29.7,44.0,Cloudy
115876,2024-09-04,20:15:00,51,Cancelled,UPI,4921.0,Mitali Lala,Patna,729.0,Curry Kitchen,Guwahati,South Indian,,425.0,0.0,85.0,ZOM2J7DX,First Order Free Delivery,21.25,361.25,,,,,,35.9,0.2,Clear
115876,2024-09-04,20:15:00,51,Cancelled,UPI,4921.0,Mitali Lala,Patna,729.0,Curry Kitchen,Guwahati,South Indian,,425.0,0.0,85.0,ZOM2J7DX,First Order Free Delivery,21.25,361.25,,,,,,28.3,0.0,Clear
115877,2023-10-03,18:00:00,49,Delivered,Credit Card,5553.0,Bhavna Mangat,Coimbatore,,,,,,732.0,20.0,109.8,ZOM4CBYY,Payday Delight,36.6,678.8,4.0,4.0,4.0,Packaging was excellent and food was hot.,Positive,,,
115878,2024-06-22,22:47:00,39,Food Not Delivered,Cash on Delivery,11346.0,OWEN THAKUR,Surat,799.0,Green Treats,Kolkata,Biryani,,461.0,49.0,0.0,,,23.05,533.05,5.0,5.0,5.0,Delivery partner was very polite.,Positive,28.7,0.0,Rainy
115879,2023-05-02,03:51:00,21,Cancelled,Cash on Delivery,370.0,Jacob Jha,Chandigarh,265.0,Grand Cafe,Raipur,South Indian,,520.0,25.0,0.0,,,26.0,571.0,,,,,,26.8,0.2,Cloudy
115880,2023-05-01,12:11:00,43,Delivered,UPI,3286.0,Bishakha Basu,Mumbai,1001.0,Grand Point,Chennai,BBQ,,425.0,40.0,127.5,ZOMQ5U50,App Exclusive Deal,21.25,358.75,2.0,3.0,2.0,Order was incomplete.,Negative,28.6,0.0,Clear
115881,2024-02-19,08:53:00,19,Food Not Delivered,Wallet,7362.0,Advay Barad,Visakhapatnam,,,,,,486.0,40.0,72.9,ZOM92JB0,Summer Splash,24.3,477.4,5.0,5.0,4.0,"Loved the taste, will order again.",Positive,,,
115882,2023-12-21,02:16:00,40,Food Not Delivered,Credit Card,113.0,Darika Lal,Vadodara,920.0,Urban Kitchen,Kochi,Italian,,283.0,25.0,0.0,,,14.15,322.15,4.0,4.0,5.0,Amazing experience overall.,Positive,,,
115883,2024-04-16,12:57:00,25,Delivered,Net Banking,10901.0,Jyoti Shetty,Raipur,1109.0,The Kitchen,Surat,Sushi,,306.0,49.0,0.0,,,15.3,370.3,1.0,2.0,1.0,Delivery took way too long.,Negative,,,
115884,2024-12-06,18:27:00,19,Delivered,Cash on Delivery,5872.0,Tejas Cherian,Delhi,778.0,Tasty Grill,Kochi,Burgers,,60.0,20.0,0.0,,,3.0,83.0,3.0,3.0,3.0,Delivery was on time but food was mediocre.,Neutral,25.1,0.1,Clear
115885,2023-05-31,11:27:00,36,Delivered,Wallet,7161.0,Urvi Majumdar,Vadodara,48.0,Curry Grill,Coimbatore,Desserts,,706.0,40.0,0.0,,,35.3,781.3,5.0,5.0,5.0,Great food and fast delivery!,Positive,,,
115886,2024-07-19,17:43:00,27,Delivered,Credit Card,1900.0,Ansh Wable,Ludhiana,26.0,Curry Bites,Bhopal,Mughlai,,391.0,0.0,117.3,ZOMNZ79M,New User Special,19.55,293.25,5.0,4.0,5.0,Great food and fast delivery!,Positive,,,
115887,2024-03-13,01:35:00,38,Cancelled,Cash on Delivery,2218.0,Harshil Sinha,Kochi,1152.0,Green Hub,Coimbatore,Italian,,257.0,25.0,64.25,ZOM2FMG4,Republic Day Offer,12.85,230.6,,,,,,,,
115888,2023-03-02,21:18:00,32,Delivered,UPI,8945.0,Chandresh Deep,Bombay,225.0,Urban House,Ludhiana,Bakery,,273.0,20.0,0.0,,,13.65,306.65,5.0,5.0,4.0,"Loved the taste, will order again.",Positive,,,
115889,2023-11-16,21:39:00,33,Delivered,Debit Card,3803.0,Falak Rama,Indore,156.0,Curry Diner,Bhopal,Street Food,,532.0,0.0,0.0,,,26.6,558.6,4.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,,,
115890,2024-07-22,19:42:00,39,Delivered,Debit Card,1584.0,Harshil Thaman,Surat,,,,,,456.0,0.0,0.0,,,22.8,478.8,3.0,2.0,4.0,"Food was okay, nothing special.",Neutral,,,
115891,2024-04-24,08:25:00,55,Delivered Late,Debit Card,9333.0,Avni Mitter,Pune,425.0,blue house,Visakhapatnam,Healthy Food,,587.0,40.0,0.0,,,29.35,656.35,5.0,4.0,4.0,Great food and fast delivery!,Positive,33.5,0.1,Rainy
