"orderid","orderdate","ordertime","deliverytimeminutes","orderstatus","paymentmethod","customerid","customer_name","customer_city","restaurantid","restaurant_name","restaurant_city","cuisine","orderitemid","fooditemid","foodname","food_category","quantity","unitprice","item_total_price","foodcost","deliveryfee","discount","couponcode","campaignname","gst","order_final_amount","customerrating","deliveryrating","foodrating","review","sentiment","temperature","rainfall","weathercondition"
118415,"2024-02-29","19:45:00",41,"Delivered","UPI",11739,"Nikita Arora","Nashik",484,"Green Kitchen","Bengaluru","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,493.00,40.00,0.00,NULL,NULL,24.65,557.65,4,3,3,"Amazing experience overall.","Positive",17.40,3.60,"Foggy"
118415,"2024-02-29","19:45:00",41,"Delivered","UPI",11739,"Nikita Arora","Nashik",484,"Green Kitchen","Bengaluru","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,493.00,40.00,0.00,NULL,NULL,24.65,557.65,4,3,3,"Amazing experience overall.","Positive",20.30,0.00,"Clear"
118415,"2024-02-29","19:45:00",41,"Delivered","UPI",11739,"Nikita Arora","Nashik",484,"Green Kitchen","Bengaluru","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,493.00,40.00,0.00,NULL,NULL,24.65,557.65,4,3,3,"Amazing experience overall.","Positive",23.50,0.00,"Clear"
118415,"2024-02-29","19:45:00",41,"Delivered","UPI",11739,"Nikita Arora","Nashik",484,"Green Kitchen","Bengaluru","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,493.00,40.00,0.00,NULL,NULL,24.65,557.65,4,3,3,"Amazing experience overall.","Positive",21.20,23.30,"Cloudy"
118416,"2024-12-25","18:54:00",52,"Delivered Late","Debit Card",6945,"Saanvi Char","Bengaluru",433,"Urban Grill","Delhi","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,418.00,49.00,209.00,"ZOMC5EY1","First Order Free Delivery",20.90,278.90,NULL,NULL,NULL,NULL,NULL,13.80,0.00,"Humid"
118417,"2023-07-22","13:31:00",26,"Delivered","Net Banking",16,"Baghyawati Kade","Delhi",1150,"Curry Treats","Delhi","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,459.00,20.00,0.00,NULL,NULL,22.95,501.95,5,5,5,"Packaging was excellent and food was hot.","Positive",28.20,87.10,"Cloudy"
118418,"2023-07-22","14:04:00",35,"Delivered","Wallet",7852,"Ekaraj Bahl","Raipur",153,"Urban House","Kolkata","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.00,49.00,0.00,NULL,NULL,3.00,112.00,5,5,5,"Great food and fast delivery!","Positive",NULL,NULL,NULL
118419,"2024-06-04","19:00:00",28,"Delivered","Debit Card",10922,"Ojas Parmar","Nagpur",852," Tasty Hub  ","Pune","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,213.00,25.00,0.00,NULL,NULL,10.65,248.65,5,5,5,"Amazing experience overall.","Positive",29.30,61.80,"Rainy"
118419,"2024-06-04","19:00:00",28,"Delivered","Debit Card",10922,"Ojas Parmar","Nagpur",852," Tasty Hub  ","Pune","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,213.00,25.00,0.00,NULL,NULL,10.65,248.65,5,5,5,"Amazing experience overall.","Positive",28.10,201.50,"Clear"
118420,"2024-08-02","21:14:00",35,"Delivered","Net Banking",10259,"Samarth Natarajan","Patna",1076,"Grand Point","Ludhiana","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,256.00,25.00,0.00,NULL,NULL,12.80,293.80,3,3,2,"Food was okay, nothing special.","Neutral",NULL,NULL,NULL
118421,"2024-08-24","13:02:00",26,"Cancelled","Credit Card",11093,"Sanya Vyas","Jaipur",116,"Curry Corner","Vadodara","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,344.00,40.00,172.00,"ZOMJKHB4","App Exclusive Deal",17.20,229.20,NULL,NULL,NULL,NULL,NULL,19.60,0.00,"Rainy"
118421,"2024-08-24","13:02:00",26,"Cancelled","Credit Card",11093,"Sanya Vyas","Jaipur",116,"Curry Corner","Vadodara","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,344.00,40.00,172.00,"ZOMJKHB4","App Exclusive Deal",17.20,229.20,NULL,NULL,NULL,NULL,NULL,30.70,10.30,"Rainy"
118422,"2023-10-28","00:10:00",10,"Delivered","Net Banking",5720,"Vedika Sehgal","Jaipur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,605.00,30.00,0.00,NULL,NULL,30.25,665.25,4,5,3,"Great food and fast delivery!","Positive",NULL,NULL,NULL
118423,"2024-11-02","20:43:00",26,"Delivered","Net Banking",9431,"Krishna Mand","Guwahati",205,"Urban House","Chandigarh","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,408.00,30.00,163.20,"ZOMYMR7U","Monsoon Munchies",20.40,295.20,3,4,4,"Food was okay, nothing special.","Neutral",NULL,NULL,NULL
118424,"2023-12-20","13:03:00",47,"Delivered","Net Banking",9054,"Daksh Padmanabhan","Jaipur",815,"tasty grill","Raipur","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,374.00,40.00,149.60,"ZOMDSG4T","Great Indian Food Fest",18.70,283.10,3,4,2,"Average experience.","Neutral",NULL,NULL,NULL
118425,"2024-05-08","10:35:00",40,"Cancelled","Cash on Delivery",537,"Ekalinga Sarna","Bhopal",232,"Curry Treats","Kolkata","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,146.00,30.00,0.00,NULL,NULL,7.30,183.30,NULL,NULL,NULL,NULL,NULL,32.60,0.00,"Clear"
118425,"2024-05-08","10:35:00",40,"Cancelled","Cash on Delivery",537,"Ekalinga Sarna","Bhopal",232,"Curry Treats","Kolkata","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,146.00,30.00,0.00,NULL,NULL,7.30,183.30,NULL,NULL,NULL,NULL,NULL,30.80,0.00,"Cloudy"
118426,"2024-11-05","19:27:00",75,"Delivered Late","Wallet",10216,"Panini Mohan","Nagpur",1180,"Spicy Corner","Ludhiana","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.00,20.00,75.75,"ZOM9TQC1","Late Night Cravings",15.15,262.40,2,3,3,"Delivery took way too long.","Negative",NULL,NULL,NULL
118427,"2023-01-06","09:08:00",31,"Food Not Delivered","Wallet",11856,"Udyati Bath","Hyderabad",13,"Blue Hub","Indore","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,334.00,25.00,100.20,"ZOMRZE2E","Festive Feast",16.70,275.50,4,5,5,"Loved the taste, will order again.","Positive",30.20,86.20,"Stormy"
118428,"2024-01-13","21:00:00",31,"Cancelled","Debit Card",9005,"Anmol Wadhwa","Surat",737,"Blue Diner","Nashik","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,460.00,20.00,0.00,NULL,NULL,23.00,503.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118429,"2023-06-25","17:48:00",40,"Delivered","UPI",9212,"Oliver Nagi","Bhopal",143,"The Cafe","Raipur","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,234.00,49.00,93.60,"ZOMWEJFP","Monsoon Munchies",11.70,201.10,5,5,5,"Great food and fast delivery!","Positive",28.10,0.00,"Humid"
118429,"2023-06-25","17:48:00",40,"Delivered","UPI",9212,"Oliver Nagi","Bhopal",143,"The Cafe","Raipur","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,234.00,49.00,93.60,"ZOMWEJFP","Monsoon Munchies",11.70,201.10,5,5,5,"Great food and fast delivery!","Positive",25.70,74.80,"Foggy"
118430,"2024-02-18","21:07:00",50,"Delivered","Credit Card",1472,"Noah Nagy","Visakhapatnam",60,"BLUE TREATS","Guwahati","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,534.00,30.00,160.20,"ZOMR7DLV","Monsoon Munchies",26.70,430.50,1,2,2,"Wrong item delivered.","Negative",20.40,6.20,"Stormy"
118431,"2023-02-18","13:57:00",53,"Delivered","Wallet",8258,"Eesha Sule","Delhi",635,"Tasty Corner","Jaipur","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,177.00,49.00,0.00,NULL,NULL,8.85,234.85,5,5,5,"Great food and fast delivery!","Positive",NULL,NULL,NULL
118432,"2023-10-03","12:56:00",28,"Cancelled","Wallet",7763,"Hardik Sheth","Pune",782,"Urban Kitchen","Mumbai","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,492.00,30.00,0.00,NULL,NULL,24.60,546.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118433,"2023-05-06","12:25:00",34,"Delivered","UPI",3118,"Tanish Babu","Kolkata",168,"Green Kitchen","Vadodara","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,223.00,49.00,0.00,NULL,NULL,11.15,283.15,5,5,4,"Delivery partner was very polite.","Positive",NULL,NULL,NULL
118434,"2023-07-08","06:03:00",23,"Delivered","Wallet",9493," Krisha Mann  ","Nagpur",1088,"Spicy Kitchen","Chandigarh","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,396.00,0.00,158.40,"ZOMD0G6A","Festive Feast",19.80,257.40,NULL,NULL,NULL,NULL,NULL,27.70,0.00,"Rainy"
118435,"2024-02-16","12:04:00",48,"Food Not Delivered","Wallet",8934,"Robert Oza","Guwahati",813,"Blue Cafe","Pune","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,539.00,0.00,0.00,NULL,NULL,26.95,565.95,3,2,4,"Delivery was on time but food was mediocre.","Neutral",16.80,7.60,"Clear"
118435,"2024-02-16","12:04:00",48,"Food Not Delivered","Wallet",8934,"Robert Oza","Guwahati",813,"Blue Cafe","Pune","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,539.00,0.00,0.00,NULL,NULL,26.95,565.95,3,2,4,"Delivery was on time but food was mediocre.","Neutral",16.00,0.00,"Clear"
118436,"2023-09-05","12:08:00",52,"Delivered","Debit Card",7299,"Laksh Oommen","Nashik",1048,"Grand Corner","Bhopal","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,272.00,20.00,0.00,NULL,NULL,13.60,305.60,5,5,4,"Best biryani in town!","Positive",26.70,0.00,"Clear"
118436,"2023-09-05","12:08:00",52,"Delivered","Debit Card",7299,"Laksh Oommen","Nashik",1048,"Grand Corner","Bhopal","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,272.00,20.00,0.00,NULL,NULL,13.60,305.60,5,5,4,"Best biryani in town!","Positive",35.50,138.30,"Clear"
118436,"2023-09-05","12:08:00",52,"Delivered","Debit Card",7299,"Laksh Oommen","Nashik",1048,"Grand Corner","Bhopal","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,272.00,20.00,0.00,NULL,NULL,13.60,305.60,5,5,4,"Best biryani in town!","Positive",26.20,205.50,"Clear"
118437,"2024-01-25","19:23:00",48,"Delivered","Wallet",863,"Ekansh Dada","Kolkata",276,"Tasty Cafe","Ludhiana","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,461.00,40.00,92.20,"ZOM9RAB9","Payday Delight",23.05,431.85,4,3,4,"Loved the taste, will order again.","Positive",NULL,NULL,NULL
118438,"2023-11-07","13:44:00",25,"Delivered","Cash on Delivery",8348,"Abeer Mittal","Kolkata",41,"The Bites","Guwahati","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,365.00,20.00,0.00,NULL,NULL,18.25,403.25,5,5,5,"Packaging was excellent and food was hot.","Positive",NULL,NULL,NULL
118439,"2024-04-24","17:51:00",84,"Delivered Late","Net Banking",10207,"Oni Sheth","Nashik",62,"Green Diner","Visakhapatnam","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,403.00,49.00,0.00,NULL,NULL,20.15,472.15,1,1,2,"Wrong item delivered.","Negative",33.50,0.10,"Rainy"
118440,"2024-03-12","17:52:00",54,"Delivered Late","Cash on Delivery",7159,"Jeevika Brahmbhatt","Lucknow",364,"Grand Grill","Delhi","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,390.00,40.00,0.00,NULL,NULL,19.50,449.50,4,5,3,"Amazing experience overall.","Positive",34.50,11.30,"Foggy"
118441,"2023-11-10","10:26:00",34,"Cancelled","Cash on Delivery",2011,"Eshana Uppal","Delhi",593,"Green Cafe","Chandigarh","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,331.00,25.00,0.00,NULL,NULL,16.55,372.55,NULL,NULL,NULL,NULL,NULL,21.70,12.90,"Cloudy"
118442,"2024-02-21","23:57:00",29,"Food Not Delivered","Debit Card",10966,"Aditya Das","Bhopal",63,"Blue Treats","Coimbatore","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,425.00,30.00,0.00,NULL,NULL,21.25,476.25,2,1,2,NULL,"Negative",13.10,7.40,"Humid"
118443,"2023-03-09","13:58:00",41,"Delivered","Net Banking",9409,"Anmol Devi","Bengaluru",535,"Curry Cafe","Ahmedabad","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,576.00,40.00,0.00,NULL,NULL,28.80,644.80,5,5,4,"Best biryani in town!","Positive",41.00,0.00,"Foggy"
118443,"2023-03-09","13:58:00",41,"Delivered","Net Banking",9409,"Anmol Devi","Bengaluru",535,"Curry Cafe","Ahmedabad","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,576.00,40.00,0.00,NULL,NULL,28.80,644.80,5,5,4,"Best biryani in town!","Positive",37.40,1.80,"Rainy"
118443,"2023-03-09","13:58:00",41,"Delivered","Net Banking",9409,"Anmol Devi","Bengaluru",535,"Curry Cafe","Ahmedabad","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,576.00,40.00,0.00,NULL,NULL,28.80,644.80,5,5,4,"Best biryani in town!","Positive",36.40,273.00,"Rainy"
118444,"2024-02-05","13:30:00",30,"Delivered","Cash on Delivery",7890,"Odika Chatterjee","Ludhiana",772,"Blue Kitchen","Bhubaneswar","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,475.00,30.00,95.00,"ZOMHYX2Y","Payday Delight",23.75,433.75,1,1,1,"Very disappointed with the service.","Negative",52.20,4.80,"Clear"
118445,"2024-02-04","12:40:00",55,"Delivered Late","Wallet",8455,"Wyatt Zacharia","Kolkata",971,"Urban Hub","Raipur","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,395.00,20.00,98.75,"ZOMA7MGC","Great Indian Food Fest",19.75,336.00,NULL,NULL,NULL,NULL,NULL,16.80,0.00,"Humid"
118445,"2024-02-04","12:40:00",55,"Delivered Late","Wallet",8455,"Wyatt Zacharia","Kolkata",971,"Urban Hub","Raipur","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,395.00,20.00,98.75,"ZOMA7MGC","Great Indian Food Fest",19.75,336.00,NULL,NULL,NULL,NULL,NULL,24.40,3.00,"Humid"
118446,"2024-07-27","21:22:00",35,"Delivered","Debit Card",2846,"Upadhriti Kaur","Nagpur",511,"Urban Grill","Jaipur","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,567.00,25.00,0.00,NULL,NULL,28.35,620.35,5,4,5,"Amazing experience overall.","Positive",NULL,NULL,NULL
118447,"2024-03-01","14:29:00",42,"Delivered","Cash on Delivery",3008,"Wakeeta Deshpande","Nashik",744,"Spicy Bites","Bengaluru","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,340.00,30.00,0.00,NULL,NULL,17.00,387.00,2,3,3,"Quality was not up to the mark.","Negative",NULL,NULL,NULL
118448,"2023-02-23","21:14:00",44,"Delivered","Cash on Delivery",2138,"Lakshit Dubey","Mumbai",105,"Royal Grill","Delhi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,666.00,49.00,0.00,NULL,NULL,33.30,748.30,4,3,5,"Delivery partner was very polite.","Positive",NULL,NULL,NULL
118449,"2023-11-12","12:23:00",32,"Delivered","Cash on Delivery",6766,"Farhan Padmanabhan","Bhubaneswar",865,"Golden Kitchen","Chandigarh","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,352.00,20.00,0.00,NULL,NULL,17.60,389.60,5,5,4,"Packaging was excellent and food was hot.","Positive",NULL,NULL,NULL
118450,"2024-01-23","11:23:00",41,"Cancelled","Net Banking",9284,"Hemang Atwal","Coimbatore",741,"Urban Grill","Coimbatore","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,520.00,40.00,130.00,"ZOMY69XH","New User Special",26.00,456.00,NULL,NULL,NULL,NULL,NULL,11.60,0.50,"Cloudy"
118451,"2024-12-27","18:49:00",30,"Delivered","Cash on Delivery",8154,"Osha Grewal","Vadodara",180,"Golden Cafe","Guwahati","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,567.00,0.00,170.10,"ZOMMNANR","Payday Delight",28.35,425.25,5,5,5,"Loved the taste, will order again.","Positive",15.10,0.00,"Foggy"
118451,"2024-12-27","18:49:00",30,"Delivered","Cash on Delivery",8154,"Osha Grewal","Vadodara",180,"Golden Cafe","Guwahati","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,567.00,0.00,170.10,"ZOMMNANR","Payday Delight",28.35,425.25,5,5,5,"Loved the taste, will order again.","Positive",14.40,0.00,"Clear"
118451,"2024-12-27","18:49:00",30,"Delivered","Cash on Delivery",8154,"Osha Grewal","Vadodara",180,"Golden Cafe","Guwahati","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,567.00,0.00,170.10,"ZOMMNANR","Payday Delight",28.35,425.25,5,5,5,"Loved the taste, will order again.","Positive",18.80,3.40,"Foggy"
118452,"2024-10-04","08:01:00",64,"Delivered Late","Wallet",6475,"Pushti Barad","Coimbatore",15,"Golden Grill","Surat","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,453.00,30.00,0.00,NULL,NULL,22.65,505.65,3,2,2,"Food was okay, nothing special.","Neutral",NULL,NULL,NULL
118453,"2023-10-29","18:22:00",51,"Delivered","UPI",852,"Raagini Rai","Vadodara",110,"Royal Point","Ludhiana","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,438.00,20.00,65.70,"ZOMFB4G0","Weekend Bonanza",21.90,414.20,4,3,5,"Delivery partner was very polite.","Positive",NULL,NULL,NULL
118454,"2024-01-09","12:28:00",37,"Food Not Delivered","Wallet",933,"Neel Chakraborty","Ludhiana",820,"Spicy Corner","Bhubaneswar","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,757.00,40.00,0.00,NULL,NULL,37.85,834.85,1,2,2,"Delivery took way too long.","Negative",NULL,NULL,NULL
118455,"2023-04-03","10:56:00",28,"Food Not Delivered","UPI",4817,"Jeremiah Bhagat","Coimbatore",90,"Blue Kitchen","Visakhapatnam","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,360.00,0.00,36.00,"ZOMBCPD6","Late Night Cravings",18.00,342.00,3,4,2,NULL,"Neutral",35.70,11.00,"Rainy"
118456,"2023-12-10","19:11:00",17,"Food Not Delivered","Wallet",11672,"Bhavya Samra","Delhi",714,"Spicy Bites","Bengaluru","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,521.00,30.00,0.00,NULL,NULL,26.05,577.05,2,2,3,"Food arrived cold and late.","Negative",21.40,7.20,"Clear"
118456,"2023-12-10","19:11:00",17,"Food Not Delivered","Wallet",11672,"Bhavya Samra","Delhi",714,"Spicy Bites","Bengaluru","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,521.00,30.00,0.00,NULL,NULL,26.05,577.05,2,2,3,"Food arrived cold and late.","Negative",18.60,6.20,"Humid"
118457,"2024-01-08","08:52:00",25,"Cancelled","Net Banking",7545,"Dayamai Dutt","Nagpur",602,"Golden Cafe","Surat","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,422.00,49.00,0.00,NULL,NULL,21.10,492.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118458,"2023-03-01","06:21:00",33,"Delivered","Credit Card",6035,"Rudra Issac","Pune",633,"Spicy Diner","Delhi","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,752.00,40.00,376.00,"ZOM1VLFS","Republic Day Offer",37.60,453.60,4,3,3,"Delivery partner was very polite.","Positive",28.30,9.10,"Clear"
118458,"2023-03-01","06:21:00",33,"Delivered","Credit Card",6035,"Rudra Issac","Pune",633,"Spicy Diner","Delhi","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,752.00,40.00,376.00,"ZOM1VLFS","Republic Day Offer",37.60,453.60,4,3,3,"Delivery partner was very polite.","Positive",26.20,1.60,"Cloudy"
118459,"2024-05-21","20:24:00",38,"Cancelled","Cash on Delivery",5969,"Saumya Bhargava","Bhubaneswar",612,"Royal House","Chandigarh","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,366.00,40.00,0.00,NULL,NULL,18.30,424.30,NULL,NULL,NULL,NULL,NULL,32.50,6.10,"Rainy"
118460,"2023-08-10","21:13:00",17,"Delivered","Wallet",7125,"Avni Narasimhan","Chandigarh",1186,"Tasty Kitchen","Chandigarh","Italian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,361.00,25.00,0.00,NULL,NULL,18.05,404.05,3,4,3,"Average experience.","Neutral",NULL,NULL,NULL
118461,"2024-02-22","11:15:00",56,"Delivered Late","Wallet",164,"Radha Dugar","Nashik",561,"Grand Point","Raipur","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,270.00,0.00,81.00,"ZOMG6AB1","Mega Cashback Week",13.50,202.50,5,5,4,"Best biryani in town!","Positive",NULL,NULL,NULL
118462,"2023-09-20","18:30:00",48,"Food Not Delivered","Debit Card",2567,"Jairaj Kale","Chandigarh",406,"Curry Grill","Coimbatore","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,512.00,0.00,51.20,"ZOMXMVGF","Mega Cashback Week",25.60,486.40,5,4,4,"Delivery partner was very polite.","Positive",21.60,38.50,"Clear"
118462,"2023-09-20","18:30:00",48,"Food Not Delivered","Debit Card",2567,"Jairaj Kale","Chandigarh",406,"Curry Grill","Coimbatore","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,512.00,0.00,51.20,"ZOMXMVGF","Mega Cashback Week",25.60,486.40,5,4,4,"Delivery partner was very polite.","Positive",26.30,170.80,"Rainy"
118463,"2023-11-06","11:07:00",38,"Food Not Delivered","Credit Card",6889,"Deepa Ratta","Ludhiana",541,"Royal Corner","Raipur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,249.00,40.00,0.00,NULL,NULL,12.45,301.45,4,4,4,"Great food and fast delivery!","Positive",26.50,0.00,"Clear"
118464,"2023-12-09","13:52:00",35,"Delivered","Cash on Delivery",7441,"Kevin Garde","Kochi",295," Golden Cafe  ","Coimbatore","Thai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,440.00,40.00,0.00,NULL,NULL,22.00,502.00,3,2,3,"Food was okay, nothing special.","Neutral",NULL,NULL,NULL
118465,"2024-05-06","22:59:00",38,"Delivered","Cash on Delivery",11297,"Dev Kapoor","Ahmedabad",1131,"Grand Bites","Raipur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221.00,40.00,0.00,NULL,NULL,11.05,272.05,4,3,5,"Amazing experience overall.","Positive",31.60,0.00,"Humid"
118466,"2024-10-30","04:34:00",25,"Delivered","UPI",1119,"Nidhi Manne","Kolkata",449,"Urban Treats","Bhubaneswar","Thai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,385.00,25.00,0.00,NULL,NULL,19.25,429.25,5,5,4,"Amazing experience overall.","Positive",29.30,10.10,"Humid"
118467,"2023-03-21","09:10:00",43,"Delivered","Cash on Delivery",8580,"Vaishnavi Lalla","Raipur",1043,"Curry Diner","Nagpur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,493.00,25.00,0.00,NULL,NULL,24.65,542.65,NULL,NULL,NULL,NULL,NULL,30.90,13.70,"Clear"
118467,"2023-03-21","09:10:00",43,"Delivered","Cash on Delivery",8580,"Vaishnavi Lalla","Raipur",1043,"Curry Diner","Nagpur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,493.00,25.00,0.00,NULL,NULL,24.65,542.65,NULL,NULL,NULL,NULL,NULL,31.10,17.70,"Cloudy"
118467,"2023-03-21","09:10:00",43,"Delivered","Cash on Delivery",8580,"Vaishnavi Lalla","Raipur",1043,"Curry Diner","Nagpur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,493.00,25.00,0.00,NULL,NULL,24.65,542.65,NULL,NULL,NULL,NULL,NULL,33.50,11.80,"Cloudy"
118468,"2023-10-24","07:09:00",29,"Cancelled","UPI",8352,"Jagvi Zachariah","Bengaluru",206,"Blue Bites","Jaipur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,300.00,0.00,45.00,"ZOM7CRLP","Payday Delight",15.00,270.00,NULL,NULL,NULL,NULL,NULL,29.20,36.80,"Stormy"
118468,"2023-10-24","07:09:00",29,"Cancelled","UPI",8352,"Jagvi Zachariah","Bengaluru",206,"Blue Bites","Jaipur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,300.00,0.00,45.00,"ZOM7CRLP","Payday Delight",15.00,270.00,NULL,NULL,NULL,NULL,NULL,25.60,12.90,"Cloudy"
118468,"2023-10-24","07:09:00",29,"Cancelled","UPI",8352,"Jagvi Zachariah","Bengaluru",206,"Blue Bites","Jaipur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,300.00,0.00,45.00,"ZOM7CRLP","Payday Delight",15.00,270.00,NULL,NULL,NULL,NULL,NULL,30.00,0.40,"Clear"
118468,"2023-10-24","07:09:00",29,"Cancelled","UPI",8352,"Jagvi Zachariah","Bengaluru",206,"Blue Bites","Jaipur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,300.00,0.00,45.00,"ZOM7CRLP","Payday Delight",15.00,270.00,NULL,NULL,NULL,NULL,NULL,30.70,41.00,"Clear"
118468,"2023-10-24","07:09:00",29,"Cancelled","UPI",8352,"Jagvi Zachariah","Bengaluru",206,"Blue Bites","Jaipur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,300.00,0.00,45.00,"ZOM7CRLP","Payday Delight",15.00,270.00,NULL,NULL,NULL,NULL,NULL,29.60,42.00,"Clear"
118469,"2024-03-19","11:19:00",36,"Delivered","UPI",3226,"Frado Ramanathan","Surat",17,"Grand Point","Lucknow","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.00,49.00,0.00,NULL,NULL,15.15,367.15,1,1,1,"Wrong item delivered.","Negative",32.50,5.90,"Clear"
118470,"2024-06-23","15:31:00",32,"Delivered","Wallet",8355,"William Lala","Nagpur",803,"Royal Bites","Guwahati","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,205.00,30.00,61.50,"ZOMNZ79M","New User Special",10.25,183.75,4,5,3,"Great food and fast delivery!","Positive",NULL,NULL,NULL
118471,"2024-04-13","19:41:00",42,"Delivered","Wallet",2591,"Ojas Radhakrishnan","Bhopal",493,"Spicy Bites","Bengaluru","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,159.00,20.00,31.80,"ZOM9RAB9","Payday Delight",7.95,155.15,5,4,4,"Best biryani in town!","Positive",32.80,32.90,"Humid"
